ID del Cliente,Zona,Canal,Producto,Monto de Venta,Edad del Cliente,¿Capacitado?,Inversión en Publicidad,Mes,Asesor,% Cumplimiento Objetivo,% Clientes Nuevos,Participación en Campañas,Antigüedad del Asesor (meses)
C00244,,Agente,Plan Retiro,10668.87,58,No,3984.56,Marzo,A13,77.65,0.8,Alta,21
C00245,,Digital,Inversión Segura,19164.5,33,No,4217.63,Marzo,A34,100.94,0.82,Baja,2
C00246,,Call Center,Plan Retiro,16258.94,51,Sí,2081.05,Abril,A37,70.49,0.63,Alta,22
C00247,Norte,Unknown,Inversión Segura,12697.97,49,Sí,2534.04,Enero,A28,86.77,0.38,Media,8
C00248,,Unknown,Ahorro Plus,19323.72,43,No,,Marzo,A46,104.89,0.81,Media,23
C00249,Este,Unknown,Plan Retiro,19517.25,42,Sí,2749.99,Mayo,A32,86.25,0.33,Ninguna,32
C00250,Norte,Digital,Ahorro Plus,15303.04,19,No,2117.79,Enero,A39,84.47,0.55,Media,8
C00251,,Agente,Plan Retiro,17191.91,29,Sí,2284.2,Enero,A21,90.16,0.18,Alta,4
C00252,Este,Unknown,Ahorro Plus,9841.41,57,No,2755.86,Enero,A10,69.96,0.84,Alta,30
C00253,,Unknown,Plan Retiro,N/A,26,No,2607.26,Marzo,A21,67.14,0.21,Ninguna,19
C00254,,Unknown,Ahorro Plus,10505.93,29,Sí,2765.63,Enero,A36,100.71,0.28,Alta,23
C00255,Este,Unknown,Ahorro Plus,11472.87,43,No,2978.57,Abril,A19,83.67,0.55,Media,18
C00256,Sur,Digital,Plan Retiro,15311.58,26,No,2971.59,Enero,A3,100.6,0.71,Alta,53
C00257,,Unknown,Ahorro Plus,20572.58,27,Sí,2044.51,Mayo,A14,106.77,0.6,Baja,29
C00258,Sur,Unknown,Ahorro Plus,20569.74,49,Desconocido,3369.33,Febrero,A37,107.98,0.29,Media,23
C00259,,Call Center,Ahorro Plus,14975.88,51,No,3121.05,Mayo,A11,65.68,0.1,Media,33
C00260,Centro,Sucursal,Plan Retiro,18865.07,65,Sí,3496.58,Marzo,A33,79.53,0.71,Media,52
C00261,Centro,Unknown,Plan Retiro,6554.71,37,Sí,1285.55,Enero,A25,98.06,0.89,Ninguna,47
C00262,Centro,Agente,Ahorro Plus,11403.4,56,Sí,3156.84,Enero,A44,98.3,0.75,Media,18
C00263,,Agente,Ahorro Plus,11505.25,-1,No,1014.4,Abril,A8,123.74,0.47,Baja,54
C00264,Sur,Digital,Plan Retiro,21261.06,18,No,2824.43,Enero,A1,76.39,0.82,Ninguna,44
C00265,,Agente,Plan Retiro,18273.27,68,No,3657.94,Mayo,A49,107.52,0.43,Ninguna,33
C00266,Este,Unknown,Ahorro Plus,15923.26,53,Desconocido,4045.78,Marzo,A4,95.58,0.52,Media,7
C00267,Norte,Unknown,Ahorro Plus,16408.68,41,No,3334.46,Febrero,A49,65.4,0.48,Ninguna,51
C00268,Este,Unknown,Ahorro Plus,22841.7,44,No,3675.39,Enero,A18,81.78,0.46,Alta,28
C00269,Norte,Unknown,Inversión Segura,14149.1,19,Sí,2701.0,Febrero,A15,93.94,0.72,Media,1
C00270,Oeste,Digital,Plan Retiro,8429.66,48,No,2490.83,Enero,A2,64.43,0.52,Ninguna,56
C00271,Este,Unknown,Inversión Segura,20435.98,31,Sí,5692.76,Marzo,A32,58.89,0.35,Alta,39
C00272,,Unknown,Plan Retiro,15909.2,19,No,3827.16,Mayo,A44,63.58,0.31,Alta,34
C00273,,Call Center,Plan Retiro,19768.36,46,Sí,1827.02,Marzo,A38,93.89,0.13,Media,39
C00274,,Digital,Plan Retiro,14776.18,32,Sí,1265.34,Febrero,A29,82.73,0.57,Baja,19
C00275,Sur,Call Center,Plan Retiro,10806.55,29,Sí,2534.93,Enero,A28,80.7,0.28,Media,31
C00276,Norte,Sucursal,Plan Retiro,17014.11,54,Sí,4191.87,Febrero,A38,81.22,0.22,Baja,13
C00277,Norte,Call Center,Plan Retiro,15050.88,45,No,3048.74,Mayo,A8,68.64,0.62,Ninguna,57
C00278,Sur,Sucursal,Plan Retiro,15924.71,37,No,775.98,Marzo,A43,83.15,0.64,Baja,24
C00279,,Sucursal,Inversión Segura,23082.85,56,No,2822.71,Febrero,A18,62.69,0.7,Alta,5
C00280,,Call Center,Ahorro Plus,9506.49,41,No,2997.6,Febrero,A41,107.81,0.5,Ninguna,23
C00281,,Digital,Ahorro Plus,16429.59,38,No,584.33,Mayo,A49,115.38,0.82,Alta,19
C00282,,Unknown,Inversión Segura,10905.02,27,Sí,3024.17,Enero,A20,55.11,0.85,Alta,1
C00283,,Unknown,Inversión Segura,2047.27,63,Sí,1986.63,Febrero,A24,82.96,0.75,Alta,33
C00284,Sur,Unknown,Inversión Segura,14755.17,31,No,1164.45,Mayo,A19,83.94,0.61,Media,59
C00285,,Unknown,Inversión Segura,15155.11,54,No,4604.51,Enero,A44,87.38,0.34,Alta,50
C00286,,Unknown,Plan Retiro,18117.61,-1,Sí,1942.4,Enero,A8,-5.0,0.89,Alta,56
C00287,Centro,Unknown,Ahorro Plus,13912.3,41,Sí,2332.72,Marzo,A24,83.01,0.32,Media,33
C00288,Oeste,Sucursal,Plan Retiro,7555.0,31,Sí,2319.42,Mayo,A12,88.68,0.26,Alta,32
C00289,Norte,Sucursal,Ahorro Plus,10887.84,51,No,3002.24,Enero,A7,134.69,0.45,Baja,59
C00290,Norte,Digital,Ahorro Plus,21584.79,29,Sí,,Marzo,A23,88.33,0.15,Ninguna,28
C00291,Oeste,Agente,Inversión Segura,10816.86,39,No,1803.81,Abril,A47,116.49,0.88,Baja,37
C00292,Sur,Call Center,Plan Retiro,22916.13,23,No,2693.2,Mayo,A10,97.53,0.57,Alta,41
C00293,Este,Sucursal,Inversión Segura,20249.92,53,Sí,3120.86,Abril,A32,81.69,0.55,Alta,12
C00294,Sur,Unknown,Plan Retiro,13411.1,62,Desconocido,2131.21,Enero,A34,79.19,0.62,Ninguna,9
C00295,Norte,Digital,Ahorro Plus,11354.6,53,No,2677.11,Mayo,A33,89.89,0.5,Alta,50
C00296,Norte,Call Center,Inversión Segura,20239.56,39,No,3594.5,Marzo,A2,73.1,0.13,Ninguna,55
C00297,Oeste,Digital,Inversión Segura,13795.44,31,No,2244.3,Enero,A41,77.04,0.59,Alta,11
C00298,,Call Center,Ahorro Plus,7271.75,33,No,2661.36,Mayo,A23,83.65,0.67,Ninguna,33
C00299,Sur,Call Center,Ahorro Plus,17811.58,53,No,2568.65,Mayo,A31,94.4,0.43,Media,19
C00300,,Unknown,Ahorro Plus,17086.32,42,Sí,2896.19,Abril,A2,117.39,0.71,Media,54
C00301,Oeste,Sucursal,Inversión Segura,20688.53,49,Sí,3243.15,Enero,A34,82.73,0.28,Baja,57
C00302,,Digital,Plan Retiro,16747.97,50,Sí,3586.56,Marzo,A47,96.92,0.28,Media,42
C00303,Norte,Digital,Inversión Segura,12254.27,62,Sí,4937.55,Marzo,A12,65.58,0.23,Desconocido,34
C00304,Oeste,Unknown,Plan Retiro,21348.39,53,Sí,341.52,Enero,A50,105.9,0.4,Media,7
C00305,Sur,Unknown,Inversión Segura,21834.95,37,Sí,2832.61,Enero,A45,64.17,0.78,Baja,31
C00306,Norte,Unknown,Inversión Segura,N/A,35,Sí,1635.56,Febrero,A20,101.98,0.76,Alta,52
C00307,Este,Unknown,Ahorro Plus,15301.61,55,No,2614.63,Abril,A34,88.79,0.41,Alta,2
C00308,Oeste,Sucursal,Plan Retiro,8383.64,20,No,3880.87,Enero,A32,88.19,0.57,Media,19
C00309,,Sucursal,Inversión Segura,11962.37,40,Desconocido,4197.79,Enero,A34,85.5,0.68,Alta,38
C00310,Norte,Agente,Inversión Segura,18803.85,49,No,4244.71,Febrero,A21,70.48,0.29,Baja,32
C00311,Sur,Unknown,Ahorro Plus,12213.6,62,No,4235.29,Febrero,A32,71.28,0.23,Alta,10
C00312,Centro,Unknown,Ahorro Plus,7715.81,33,No,2826.06,Mayo,A33,102.55,0.88,Media,41
C00313,,Call Center,Plan Retiro,32479.39,22,Sí,4398.53,Marzo,A4,90.18,0.59,Alta,8
C00314,,Digital,Inversión Segura,7682.97,21,Sí,4596.85,Abril,A19,85.39,0.89,Media,26
C00315,,Sucursal,Plan Retiro,26283.76,38,Desconocido,3138.8,Mayo,A24,96.65,0.37,Alta,30
C00316,,Digital,Inversión Segura,13462.88,57,No,4177.24,Enero,A15,91.52,0.66,Alta,11
C00317,Sur,Digital,Plan Retiro,14577.19,68,No,3041.24,Febrero,A20,78.11,0.28,Alta,41
C00318,,Agente,Ahorro Plus,N/A,31,Sí,4410.23,Marzo,A33,126.91,0.31,Ninguna,20
C00319,,Unknown,Inversión Segura,18914.19,56,Sí,2838.34,Mayo,A18,101.11,0.51,Alta,20
C00320,Centro,Sucursal,Plan Retiro,7801.13,48,No,2390.48,Marzo,A30,91.91,0.36,Baja,9
C00321,,Digital,Ahorro Plus,5798.35,31,No,1880.01,Febrero,A19,82.3,0.23,Alta,8
C00322,,Sucursal,Ahorro Plus,23050.86,23,Sí,2826.37,Mayo,A47,104.29,0.31,Alta,15
C00323,Centro,Call Center,Plan Retiro,10980.14,29,Sí,3084.39,Mayo,A15,78.19,0.13,Media,34
C00324,,Agente,Inversión Segura,18730.44,33,No,2054.15,Marzo,A23,76.92,0.66,Media,24
C00325,Centro,Call Center,Inversión Segura,N/A,34,No,2749.89,Febrero,A42,115.4,0.49,Ninguna,33
C00326,,Sucursal,Ahorro Plus,18542.11,62,Sí,2473.45,Enero,A6,90.46,0.18,Ninguna,41
C00327,Norte,Unknown,Inversión Segura,23417.73,-1,No,1923.02,Mayo,A44,78.55,0.24,Baja,41
C00328,,Sucursal,Inversión Segura,12364.39,31,Sí,4035.88,Enero,A35,90.09,0.18,Baja,45
C00329,Norte,Unknown,Inversión Segura,5332.79,24,Sí,4211.9,Febrero,A2,102.75,0.59,Media,40
C00330,,Digital,Ahorro Plus,23443.97,63,No,,Mayo,A12,99.32,0.18,Media,27
C00331,,Digital,Plan Retiro,19631.22,49,Sí,,Mayo,A6,104.61,0.7,Ninguna,21
C00332,,Call Center,Inversión Segura,12632.14,32,No,2977.62,Enero,A13,71.26,0.12,Baja,5
C00333,,Agente,Ahorro Plus,13910.24,61,No,1936.83,Abril,A14,104.24,0.3,Media,35
C00334,,Unknown,Ahorro Plus,9446.74,34,No,3414.63,Enero,A19,87.31,0.81,Alta,21
C00335,,Unknown,Plan Retiro,22101.28,58,Sí,3169.63,Enero,A5,91.34,0.67,Alta,4
C00336,Sur,Digital,Inversión Segura,12326.42,64,Sí,5843.95,Abril,A20,108.14,0.16,Ninguna,49
C00337,Centro,Unknown,Inversión Segura,7906.46,61,Sí,4087.1,Febrero,A32,100.54,0.76,Media,48
C00338,,Call Center,Plan Retiro,16068.23,51,No,3315.24,Febrero,A33,95.27,0.49,Media,16
C00339,,Call Center,Plan Retiro,10699.93,22,No,2958.39,Mayo,A46,60.24,0.78,Alta,57
C00340,,Unknown,Ahorro Plus,9849.93,62,No,4001.31,Marzo,A16,89.32,0.58,Ninguna,31
C00341,,Unknown,Ahorro Plus,12849.5,44,No,2084.26,Marzo,A7,78.23,0.65,Alta,26
C00342,,Agente,Plan Retiro,15431.78,-1,Desconocido,4139.64,Mayo,A15,100.67,0.89,Ninguna,52
C00343,Este,Unknown,Inversión Segura,8094.45,40,No,1912.86,Marzo,A5,104.86,0.29,Alta,35
C00344,Este,Agente,Ahorro Plus,21925.74,57,Sí,2438.48,Enero,A49,85.47,0.6,Ninguna,6
C00345,Norte,Unknown,Ahorro Plus,18385.8,31,Sí,1161.82,Enero,A44,79.99,0.47,Baja,33
C00346,,Unknown,Inversión Segura,13173.19,32,No,3614.08,Abril,A33,113.34,0.13,Alta,21
C00347,Sur,Sucursal,Ahorro Plus,10483.28,60,Sí,3249.93,Abril,A8,80.95,0.11,Media,16
C00348,,Call Center,Inversión Segura,14553.87,50,Sí,2438.52,Mayo,A39,72.08,0.2,Media,47
C00349,Centro,Unknown,Inversión Segura,19497.18,48,No,2070.86,Mayo,A4,77.51,0.62,Alta,39
C00350,Centro,Unknown,Inversión Segura,18722.92,52,No,4378.72,Mayo,A38,81.68,0.55,Ninguna,34
C00351,,Unknown,Plan Retiro,20292.52,34,Sí,2866.4,Enero,A45,77.08,0.54,Desconocido,42
C00352,,Digital,Plan Retiro,12598.11,45,No,2232.7,Marzo,A16,102.68,0.13,Media,57
C00353,Sur,Call Center,Plan Retiro,375.37,36,No,4921.93,Mayo,A44,57.03,0.48,Alta,15
C00354,,Digital,Inversión Segura,21239.06,63,No,2342.94,Mayo,A48,76.76,0.84,Media,6
C00355,,Call Center,Inversión Segura,14164.02,40,Sí,4138.62,Enero,A41,89.29,0.42,Ninguna,2
C00356,,Digital,Plan Retiro,18330.83,49,Sí,1849.01,Enero,A26,93.15,0.6,Media,24
C00357,,Unknown,Ahorro Plus,23346.14,57,No,2645.05,Enero,A34,115.38,0.72,Ninguna,56
C00358,,Unknown,Inversión Segura,27172.04,30,No,3502.29,Marzo,A14,113.18,0.73,Ninguna,49
C00359,,Sucursal,Ahorro Plus,11750.89,37,No,2942.16,Mayo,A50,-5.0,0.52,Alta,28
C00360,Norte,Unknown,Ahorro Plus,15669.8,52,No,3243.76,Febrero,A43,61.38,0.79,Alta,1
C00361,Este,Digital,Inversión Segura,21834.18,22,Sí,2461.17,Febrero,A18,90.37,0.41,Ninguna,1
C00362,,Agente,Inversión Segura,10778.6,26,Sí,1402.2,Mayo,A15,79.9,0.81,Media,28
C00363,,Sucursal,Ahorro Plus,12089.44,46,No,4465.58,Mayo,A1,-5.0,0.29,Alta,36
C00364,,Digital,Ahorro Plus,12059.81,23,Sí,2522.17,Mayo,A21,90.24,0.32,Alta,20
C00365,Oeste,Digital,Plan Retiro,14859.55,42,Sí,3289.01,Mayo,A39,93.46,0.14,Media,48
C00366,Norte,Sucursal,Plan Retiro,13899.38,48,No,3701.96,Marzo,A38,77.42,0.74,Desconocido,8
C00367,,Unknown,Inversión Segura,12031.02,39,Sí,3308.76,Febrero,A45,80.64,0.43,Alta,1
C00368,Oeste,Digital,Plan Retiro,10171.21,19,Sí,2291.41,Abril,A38,78.57,0.28,Alta,26
C00369,Oeste,Unknown,Plan Retiro,19059.7,62,Sí,4159.76,Febrero,A31,83.83,0.29,Ninguna,51
C00370,,Sucursal,Plan Retiro,21689.16,22,Sí,3513.68,Febrero,A23,98.12,0.82,Baja,43
C00371,Este,Unknown,Plan Retiro,22413.57,44,Sí,3198.77,Enero,A4,73.83,0.77,Media,49
C00372,,Call Center,Ahorro Plus,12594.63,42,No,3175.58,Mayo,A16,-5.0,0.54,Baja,25
C00373,Este,Agente,Inversión Segura,N/A,25,No,4682.26,Mayo,A10,84.01,0.59,Media,10
C00374,Sur,Unknown,Plan Retiro,16181.63,18,Sí,2269.94,Mayo,A27,89.9,0.48,Baja,12
C00375,,Digital,Ahorro Plus,12146.64,37,No,3415.26,Enero,A38,94.14,0.41,Media,41
C00376,,Unknown,Ahorro Plus,18671.09,61,Sí,2471.37,Marzo,A5,120.63,0.83,Alta,7
C00377,Este,Agente,Ahorro Plus,11916.97,-1,No,1063.69,Marzo,A2,98.58,0.2,Baja,12
C00378,Centro,Unknown,Plan Retiro,13119.12,49,No,1037.27,Abril,A6,98.94,0.43,Media,47
C00379,,Unknown,Plan Retiro,8116.35,-1,No,,Marzo,A38,86.0,0.38,Ninguna,40
C00380,Sur,Digital,Inversión Segura,12678.89,56,No,2341.56,Marzo,A40,75.3,0.5,Media,17
C00381,Norte,Unknown,Plan Retiro,16269.31,64,Sí,5172.95,Mayo,A11,82.08,0.47,Ninguna,5
C00382,,Call Center,Plan Retiro,22844.67,41,Sí,3698.39,Febrero,A23,79.35,0.52,Ninguna,14
C00383,Sur,Sucursal,Ahorro Plus,13232.52,28,No,3788.34,Marzo,A26,95.88,0.21,Alta,34
C00384,,Digital,Inversión Segura,9809.15,46,Sí,2362.92,Marzo,A22,65.23,0.51,Baja,48
C00385,,Unknown,Plan Retiro,22486.84,-1,Sí,3061.33,Enero,A37,98.89,0.29,Media,17
C00386,,Unknown,Plan Retiro,12477.24,33,No,5306.15,Abril,A19,88.24,0.25,Ninguna,35
C00387,Oeste,Call Center,Ahorro Plus,6258.09,52,No,1785.58,Enero,A20,101.0,0.15,Media,55
C00388,,Call Center,Ahorro Plus,15665.47,37,No,3456.24,Mayo,A28,79.14,0.71,Baja,1
C00389,Oeste,Digital,Plan Retiro,13376.13,63,Sí,4611.3,Febrero,A46,76.48,0.44,Media,59
C00390,,Unknown,Inversión Segura,26501.98,20,No,3965.94,Abril,A39,83.9,0.6,Alta,50
C00391,,Unknown,Inversión Segura,17376.83,18,Sí,4801.54,Enero,A30,83.54,0.68,Alta,50
C00392,Oeste,Unknown,Ahorro Plus,14268.29,64,Sí,3212.87,Marzo,A38,102.1,0.64,Media,36
C00393,Norte,Unknown,Ahorro Plus,10377.51,18,No,3603.45,Marzo,A48,101.95,0.48,Baja,15
C00394,,Call Center,Plan Retiro,16650.83,34,Sí,3109.77,Abril,A29,118.58,0.41,Baja,19
C00395,,Agente,Ahorro Plus,22283.55,19,Sí,3533.35,Marzo,A29,82.57,0.4,Baja,51
C00396,Norte,Call Center,Plan Retiro,16559.07,46,No,2084.79,Enero,A48,39.79,0.61,Alta,42
C00397,Centro,Unknown,Inversión Segura,10762.85,37,Sí,3792.35,Enero,A9,83.86,0.5,Media,5
C00398,,Unknown,Inversión Segura,17694.03,23,Sí,3294.25,Marzo,A3,93.46,0.78,Alta,19
C00399,,Unknown,Plan Retiro,14756.97,25,Sí,3062.66,Marzo,A27,100.72,0.8,Ninguna,43
C00400,,Agente,Ahorro Plus,17243.07,46,No,4746.39,Mayo,A12,94.55,0.24,Ninguna,39
C00401,Oeste,Unknown,Inversión Segura,13225.96,65,No,2734.61,Febrero,A49,82.56,0.21,Media,5
C00402,Norte,Call Center,Ahorro Plus,13108.52,68,No,4207.82,Abril,A19,115.71,0.6,Desconocido,52
C00403,,Unknown,Inversión Segura,12911.1,50,No,4307.28,Enero,A7,74.49,0.34,Alta,12
C00404,Oeste,Unknown,Plan Retiro,19711.19,20,No,3855.54,Abril,A16,85.88,0.11,Baja,19
C00405,,Digital,Plan Retiro,13158.87,52,No,2034.9,Mayo,A17,73.8,0.81,Baja,47
C00406,,Sucursal,Plan Retiro,12701.35,22,Sí,3359.08,Enero,A26,90.29,0.28,Baja,12
C00407,Sur,Sucursal,Inversión Segura,10289.67,44,Sí,4958.47,Mayo,A42,113.84,0.84,Alta,36
C00408,,Sucursal,Ahorro Plus,17270.07,61,No,1181.45,Mayo,A6,87.89,0.67,Baja,12
C00409,Sur,Unknown,Ahorro Plus,16558.51,-1,Sí,2812.34,Marzo,A7,87.98,0.71,Baja,18
C00410,Oeste,Call Center,Ahorro Plus,12756.16,37,Desconocido,4162.31,Abril,A24,64.56,0.26,Media,49
C00411,,Agente,Inversión Segura,11453.11,62,No,2884.68,Abril,A2,85.7,0.29,Media,51
C00412,,Unknown,Inversión Segura,24380.87,37,No,3809.89,Marzo,A2,107.26,0.52,Alta,48
C00413,Oeste,Digital,Inversión Segura,5597.78,26,Sí,4409.19,Abril,A47,86.25,0.24,Media,43
C00414,Norte,Unknown,Inversión Segura,17465.86,56,Sí,3232.01,Marzo,A43,85.23,0.34,Ninguna,34
C00415,Este,Digital,Inversión Segura,21457.02,21,Sí,3508.99,Enero,A29,106.59,0.36,Media,48
C00416,Oeste,Unknown,Ahorro Plus,-1934.07,68,No,3091.87,Mayo,A39,85.3,0.23,Ninguna,33
C00417,,Unknown,Inversión Segura,18970.7,36,No,3297.81,Mayo,A17,109.38,0.26,Media,49
C00418,,Call Center,Inversión Segura,13898.73,55,Desconocido,5102.6,Abril,A42,70.73,0.73,Alta,18
C00419,Oeste,Sucursal,Ahorro Plus,16280.27,44,Sí,2936.05,Febrero,A5,100.17,0.23,Media,57
C00420,,Call Center,Inversión Segura,13383.81,62,Sí,2646.85,Mayo,A44,114.69,0.12,Media,29
C00421,Este,Unknown,Ahorro Plus,20376.97,60,Sí,4041.75,Marzo,A30,105.12,0.6,Media,45
C00422,Norte,Agente,Ahorro Plus,16815.6,30,No,2157.08,Febrero,A37,61.99,0.88,Alta,5
C00423,Oeste,Agente,Plan Retiro,15658.6,30,No,2385.28,Febrero,A27,80.43,0.36,Media,25
C00424,,Unknown,Plan Retiro,10505.7,39,Sí,2391.65,Mayo,A9,86.37,0.19,Alta,24
C00425,,Unknown,Plan Retiro,24411.46,45,No,2744.13,Mayo,A19,105.15,0.56,Alta,29
C00426,,Unknown,Plan Retiro,15049.66,69,Sí,2787.8,Mayo,A27,70.03,0.83,Media,59
C00427,,Unknown,Inversión Segura,26449.03,64,No,3699.1,Marzo,A18,74.72,0.73,Media,38
C00428,Oeste,Unknown,Plan Retiro,24637.85,62,No,2657.64,Febrero,A1,65.92,0.6,Ninguna,33
C00429,Este,Agente,Ahorro Plus,6108.25,39,Sí,3739.46,Abril,A37,77.61,0.35,Media,10
C00430,Centro,Agente,Inversión Segura,11725.27,60,Sí,3864.18,Marzo,A18,71.23,0.53,Baja,37
C00431,Este,Agente,Plan Retiro,9815.24,36,Desconocido,2346.49,Enero,A30,113.97,0.17,Media,33
C00432,,Call Center,Ahorro Plus,14758.97,25,No,,Mayo,A44,80.29,0.64,Baja,23
C00433,,Agente,Inversión Segura,N/A,69,No,3933.42,Febrero,A19,100.36,0.68,Alta,58
C00434,Sur,Digital,Inversión Segura,16149.63,25,No,1239.06,Marzo,A14,90.27,0.87,Ninguna,11
C00435,,Sucursal,Plan Retiro,20270.64,59,Sí,3293.48,Enero,A43,90.06,0.31,Media,24
C00436,Norte,Agente,Inversión Segura,22467.91,43,No,2493.59,Marzo,A10,81.13,0.11,Ninguna,24
C00437,,Unknown,Ahorro Plus,19837.44,65,No,4303.06,Marzo,A8,101.55,0.54,Media,7
C00438,Oeste,Sucursal,Inversión Segura,12195.32,68,No,2483.39,Abril,A34,92.32,0.67,Alta,50
C00439,Este,Call Center,Ahorro Plus,11089.88,43,Sí,1660.52,Abril,A34,91.45,0.73,Baja,21
C00440,,Unknown,Inversión Segura,15013.81,40,Sí,2970.18,Marzo,A15,81.1,0.25,Alta,20
C00441,,Sucursal,Plan Retiro,17130.6,60,Sí,2103.03,Enero,A27,83.55,0.31,Media,53
C00442,Centro,Unknown,Ahorro Plus,14084.04,30,Sí,3849.59,Febrero,A16,98.83,0.51,Alta,10
C00443,Norte,Call Center,Inversión Segura,8272.58,45,Sí,2191.39,Febrero,A44,93.45,0.36,Baja,25
C00444,Este,Digital,Inversión Segura,18410.3,26,Sí,2982.49,Mayo,A4,91.85,0.79,Ninguna,47
C00445,,Call Center,Inversión Segura,13038.43,37,Sí,4545.81,Mayo,A18,78.69,0.48,Media,36
C00446,Centro,Call Center,Ahorro Plus,12887.44,36,Sí,4098.53,Febrero,A2,119.16,0.74,Ninguna,48
C00447,Sur,Unknown,Ahorro Plus,14726.94,65,No,3477.84,Marzo,A4,82.8,0.56,Media,47
C00448,Norte,Unknown,Ahorro Plus,13800.51,56,Sí,2872.42,Marzo,A42,89.55,0.72,Media,15
C00449,Norte,Unknown,Plan Retiro,13167.49,68,Sí,3382.9,Abril,A40,87.19,0.37,Ninguna,44
C00450,Sur,Agente,Plan Retiro,8599.37,29,Sí,3688.98,Abril,A28,119.32,0.77,Ninguna,40
C00451,Oeste,Agente,Ahorro Plus,14438.76,32,Sí,2013.4,Mayo,A17,85.64,0.32,Baja,40
C00452,Sur,Digital,Inversión Segura,18514.77,48,No,3851.34,Febrero,A28,84.26,0.54,Alta,50
C00453,Norte,Digital,Plan Retiro,16323.22,31,Sí,1898.31,Marzo,A17,91.77,0.27,Media,6
C00454,Norte,Agente,Ahorro Plus,19740.61,28,No,3572.45,Febrero,A11,79.6,0.48,Alta,37
C00455,,Unknown,Inversión Segura,11357.27,43,Desconocido,1893.11,Enero,A43,91.67,0.35,Media,2
C00456,,Agente,Plan Retiro,8609.71,59,No,4962.8,Febrero,A28,125.57,0.31,Media,12
C00457,Centro,Unknown,Inversión Segura,13770.75,44,No,3763.34,Enero,A40,94.5,0.87,Ninguna,58
C00458,Sur,Unknown,Inversión Segura,11928.82,28,No,1443.97,Abril,A43,93.95,0.23,Ninguna,4
C00459,Centro,Digital,Inversión Segura,12448.33,55,No,2999.07,Abril,A12,79.23,0.73,Media,23
C00460,Sur,Sucursal,Inversión Segura,16058.75,51,Sí,2478.58,Mayo,A42,115.64,0.89,Alta,13
C00461,,Unknown,Plan Retiro,12484.6,60,Sí,2360.27,Febrero,A14,119.09,0.12,Ninguna,17
C00462,Norte,Unknown,Plan Retiro,8749.66,36,No,,Febrero,A10,102.79,0.66,Alta,31
C00463,,Unknown,Plan Retiro,12205.03,23,Sí,2072.01,Enero,A49,99.81,0.3,Baja,16
C00464,,Digital,Ahorro Plus,16700.3,63,Sí,3761.47,Abril,A27,86.48,0.13,Alta,41
C00465,,Digital,Plan Retiro,18357.4,69,No,3704.65,Enero,A38,95.87,0.42,Media,26
C00466,,Call Center,Inversión Segura,18307.11,55,No,3351.42,Abril,A9,77.47,0.85,Ninguna,28
C00467,,Unknown,Plan Retiro,17122.37,66,Sí,2980.5,Enero,A15,73.11,0.11,Alta,1
C00468,Centro,Call Center,Inversión Segura,14159.53,59,No,3659.82,Abril,A4,67.69,0.57,Media,47
C00469,Sur,Call Center,Ahorro Plus,17024.57,45,Sí,3791.39,Enero,A21,96.16,0.5,Media,12
C00470,,Unknown,Inversión Segura,14788.32,18,No,3454.92,Abril,A18,69.32,0.8,Ninguna,37
C00471,,Call Center,Inversión Segura,15565.48,52,Sí,1688.13,Enero,A21,82.51,0.17,Ninguna,55
C00472,Este,Unknown,Inversión Segura,10303.37,57,Sí,2211.61,Febrero,A31,89.08,0.65,Alta,56
C00473,,Agente,Ahorro Plus,15219.37,25,No,2731.94,Mayo,A7,104.93,0.64,Alta,50
C00474,Oeste,Sucursal,Plan Retiro,16893.33,69,No,1524.21,Enero,A39,81.33,0.64,Baja,20
C00475,Centro,Digital,Plan Retiro,16705.64,64,No,3224.0,Mayo,A29,106.7,0.85,Media,2
C00476,,Unknown,Ahorro Plus,8562.4,24,Sí,4411.01,Febrero,A34,104.09,0.76,Baja,36
C00477,Este,Sucursal,Inversión Segura,15481.3,28,Sí,4251.69,Febrero,A11,73.93,0.13,Alta,15
C00478,,Unknown,Plan Retiro,7780.55,56,No,3739.63,Abril,A41,106.84,0.48,Alta,38
C00479,Oeste,Unknown,Ahorro Plus,15868.38,21,Sí,3727.71,Mayo,A24,85.75,0.42,Baja,22
C00480,,Unknown,Plan Retiro,11493.31,42,Sí,5215.3,Marzo,A20,82.52,0.35,Alta,44
C00481,Este,Unknown,Ahorro Plus,23528.21,29,Sí,3843.86,Abril,A26,85.81,0.46,Desconocido,50
C00482,,Unknown,Inversión Segura,15596.22,43,No,3925.64,Mayo,A33,89.95,0.41,Alta,32
C00483,Oeste,Digital,Plan Retiro,19005.82,55,Desconocido,1561.09,Enero,A38,83.77,0.45,Alta,59
C00484,,Agente,Ahorro Plus,25554.36,63,Desconocido,4332.82,Enero,A10,77.4,0.88,Ninguna,20
C00485,,Call Center,Plan Retiro,10912.99,29,No,3398.5,Febrero,A34,78.73,0.17,Media,36
C00486,Sur,Unknown,Plan Retiro,17178.37,60,Sí,2920.22,Marzo,A41,92.08,0.84,Baja,33
C00487,Norte,Unknown,Plan Retiro,9070.44,68,Sí,2672.36,Enero,A6,87.59,0.48,Alta,15
C00488,Sur,Agente,Plan Retiro,16724.49,54,No,2451.4,Mayo,A7,97.91,0.6,Baja,50
